,City,Cloudiness,Country,Date,Humidity,Latitude,Longitude,Max Temp,Wind Speed
176,Constitucion,79,MX,1570170717,71,23.99,-104.67,290.37,0.85
177,Bambous Virieux,34,MU,1570170718,86,-20.34,57.76,297.59,4.02
178,Dhidhdhoo,39,MV,1570170720,66,6.88,73.1,301.759,1.51
179,Chokurdakh,100,RU,1570170721,95,70.62,147.9,270.549,8.46
180,Tura,100,RU,1570170722,95,64.27,100.22,276.949,2.93
181,Vostok,100,RU,1570170724,97,46.45,135.83,277.489,1.47
182,Iracoubo,78,GF,1570170725,94,5.48,-53.21,297.089,2.3
183,Westport,90,US,1570170726,93,41.14,-73.36,288.71,3.1
184,Okha,50,RU,1570170728,56,53.59,142.95,279.199,7.53
185,San Cristobal,100,HN,1570170729,96,14.68,-86.92,292.729,0.88
186,Namatanai,58,PG,1570170730,78,-3.66,152.44,300.079,4.21
187,Aranos,0,NA,1570170732,13,-24.14,19.11,290.609,2.99
188,Malanje,94,AO,1570170733,90,-9.54,16.35,293.569,1.48
189,Portland,90,US,1570170457,93,43.66,-70.25,282.04,1.07
190,Ugoofaaru,100,MV,1570170735,68,5.67,73.0,301.469,2.3
191,Lata,96,IN,1570170737,72,30.78,78.62,278.779,4.03
192,Trincomalee,33,LK,1570170738,42,8.58,81.23,309.149,0.61
193,Palauig,18,PH,1570170739,70,15.44,119.9,302.199,3.44
194,Verkhnevilyuysk,100,RU,1570170741,90,63.45,120.31,274.749,1.75
195,Sioux Lookout,20,CA,1570170742,96,50.1,-91.92,277.15,1.0
196,Baherden,0,TM,1570170743,21,38.44,57.43,289.269,4.88
197,Balkanabat,0,TM,1570170745,16,39.51,54.36,295.519,3.87
198,Provideniya,90,RU,1570170746,69,64.42,-173.23,275.15,7.0
199,Saint Anthony,1,US,1570170747,75,43.97,-111.68,279.15,1.5
200,Sparks,1,US,1570170749,29,39.53,-119.75,284.82,3.6
201,Skibbereen,40,IE,1570170750,76,51.55,-9.27,285.15,6.2
202,Klaksvik,87,FO,1570170751,61,62.23,-6.59,281.15,5.7
203,Port Hardy,90,CA,1570170752,100,50.7,-127.42,282.15,1.0
204,Atherton,75,AU,1570170754,61,-17.27,145.48,299.15,10.8
205,Mutsu,75,JP,1570170755,83,41.29,141.2,297.15,1.0
206,Barbosa,55,CO,1570170756,92,5.93,-73.61,290.099,1.64
207,Laguna,75,BZ,1570170758,94,16.17,-88.94,299.15,0.6
208,Ronda,0,ES,1570170759,59,36.74,-5.17,293.71,4.1
209,Yulara,0,AU,1570170760,5,-25.24,130.99,311.15,5.1
210,Brakel,40,DE,1570170761,93,51.72,9.18,283.15,3.1
211,Balaipungut,34,ID,1570170763,72,1.11,101.31,302.659,1.26
212,Montego Bay,20,JM,1570170548,88,18.47,-77.92,300.15,1.0
213,Ahipara,0,NZ,1570170765,82,-35.17,173.16,287.04,5.03
214,Newport,93,GB,1570170607,81,51.59,-3.0,287.15,7.7
215,Rusera,3,IN,1570170768,64,25.75,86.02,303.549,2.54
216,Souillac,75,FR,1570170769,93,45.6,-0.6,289.26,3.1
217,Vanavara,100,RU,1570170770,91,60.35,102.28,277.409,4.95
218,Katsuura,40,JP,1570170772,51,33.93,134.5,302.59,7.2
219,Pandan,13,PH,1570170773,74,11.72,122.09,301.649,5.0
220,Nouadhibou,5,MR,1570170774,77,20.93,-17.03,294.15,8.2
221,Sacramento,1,US,1570170676,62,38.58,-121.49,288.71,4.1
222,Port Moresby,40,PG,1570170777,78,-9.47,147.16,300.15,10.3
223,Barinitas,94,VE,1570170778,89,8.76,-70.41,283.559,0.86
224,Taoudenni,1,ML,1570170779,13,22.68,-3.98,302.389,4.37
225,Seddon,75,AU,1570170781,81,-37.81,144.89,285.93,5.1
226,Saint-Augustin,90,CA,1570170782,93,45.63,-73.98,279.82,3.6
227,Nalut,3,LY,1570170783,64,31.86,10.98,290.429,1.71
228,Barela,40,IN,1570170784,58,23.1,80.05,303.15,3.6
229,Geraldton,75,CA,1570170499,86,49.72,-86.95,274.15,1.5
230,Tiarei,20,PF,1570170787,69,-17.53,-149.33,300.15,1.5
231,Namibe,24,AO,1570170788,75,-15.19,12.15,292.119,0.29
232,Mehamn,75,NO,1570170789,80,71.03,27.85,275.15,3.1
233,Doka,96,SD,1570170791,87,13.52,35.76,297.429,4.04
234,Nagato,20,JP,1570170792,51,34.35,131.14,301.15,4.1
235,Tocopilla,49,CL,1570170793,84,-22.09,-70.2,287.389,4.68
236,Harbin,0,CN,1570170795,32,45.77,126.62,284.15,7.0
237,Manta,100,RO,1570170796,85,45.1,24.1,284.349,0.93
238,Lebu,10,ET,1570170797,81,8.96,38.73,288.659,2.0
239,Byron Bay,0,AU,1570170799,64,-28.65,153.62,299.15,6.2
240,Esperance,40,AU,1570170800,72,-33.86,121.89,292.15,5.7
241,Flinders,90,AU,1570170801,77,-34.58,150.85,293.71,5.1
242,Praia da Vitoria,20,PT,1570170802,77,38.73,-27.07,294.15,9.1
243,Alekseyevka,40,RU,1570170804,81,53.25,50.49,285.15,5.0
244,Aleksandrov Gay,47,RU,1570170805,52,50.14,48.57,290.739,5.64
245,Auki,99,NG,1570170806,75,12.18,6.51,297.229,2.52
246,Batagay-Alyta,100,RU,1570170807,71,67.8,130.41,261.709,1.88
247,Beloha,0,MG,1570170809,52,-25.17,45.06,300.869,3.7
248,Lamar,1,US,1570170810,71,38.09,-102.62,284.15,5.1
249,Dunedin,54,NZ,1570170765,79,-45.87,170.5,285.37,1.79
250,Mathbaria,3,BD,1570170632,59,22.29,89.96,305.539,2.11
251,Hobyo,40,SO,1570170814,60,5.35,48.53,302.599,3.12
252,Fort Nelson,90,CA,1570170815,81,58.81,-122.69,285.15,1.5
253,Omaha,20,US,1570170560,81,41.26,-95.94,282.15,4.6
254,Jishu,100,CN,1570170817,50,44.29,126.79,282.459,4.26
255,Salamiyah,0,SY,1570170819,64,35.01,37.05,294.269,2.59
256,Price,1,US,1570170820,24,39.6,-110.81,284.82,3.6
257,Sao Filipe,84,CV,1570170821,83,14.9,-24.5,298.989,0.82
258,Pocone,93,BR,1570170823,88,-16.26,-56.62,297.259,0.9
259,Kaitangata,100,NZ,1570170824,40,-46.28,169.85,289.26,4.92
260,Redcliffe,75,AU,1570170825,87,-31.94,115.94,289.26,10.8
261,Kingston,75,JM,1570170605,78,17.97,-76.79,301.15,5.1
262,Taquari,100,BR,1570170828,96,-29.79,-51.87,292.04,0.45
263,Liepaja,17,LV,1570170829,100,56.52,21.02,281.15,1.0
264,Chapais,90,CA,1570170831,74,49.78,-74.86,274.15,2.1
265,San Matias,45,BO,1570170832,71,-16.36,-58.4,298.949,2.52
266,Bilibino,86,RU,1570170833,96,68.06,166.44,259.149,1.23
267,Tasiilaq,100,GL,1570170835,75,65.61,-37.64,279.15,8.2
268,Luanda,75,AO,1570170562,83,-8.83,13.24,296.15,2.6
269,Luderitz,0,NA,1570170837,71,-26.65,15.16,286.599,11.11
270,Puerto Madryn,94,AR,1570170838,47,-42.77,-65.04,283.999,7.15
271,Rio Bravo,100,GT,1570170840,99,14.4,-91.32,285.37,1.22
272,Hualmay,97,PE,1570170841,91,-11.1,-77.61,289.399,6.74
273,Bayaguana,40,DO,1570170842,94,18.75,-69.64,300.37,2.1
274,Jasper,1,US,1570170844,100,33.83,-87.28,300.37,1.63
275,Tautira,20,PF,1570170845,69,-17.73,-149.15,300.15,1.5
276,Jinka,81,ET,1570170846,65,5.79,36.57,296.119,0.38
277,Almaty,75,KZ,1570170635,44,43.24,76.95,289.15,1.0
278,Los Llanos de Aridane,40,ES,1570170805,83,28.66,-17.92,296.48,5.7
279,Bocholt,75,DE,1570170850,81,51.84,6.61,283.15,3.6
280,Acajutla,100,SV,1570170851,76,13.59,-89.83,300.449,1.38
281,Codrington,0,AU,1570170853,47,-28.95,153.24,303.15,7.2
282,Bethel,90,US,1570170854,93,60.79,-161.76,281.15,9.3
283,Sao Joao da Barra,16,BR,1570170855,95,-21.64,-41.05,292.289,0.42
284,Henderson,40,US,1570170744,33,36.04,-114.98,296.15,3.36
285,Homer,1,US,1570170858,93,59.64,-151.54,278.15,1.61
286,Miragoane,86,HT,1570170859,82,18.44,-73.09,298.759,2.44
287,Nabire,82,ID,1570170860,86,-3.36,135.5,299.199,1.28
288,Axim,100,GH,1570170862,91,4.87,-2.24,297.869,3.6
289,Zacualpan,90,MX,1570170863,94,21.25,-105.17,298.15,3.39
290,Muravlenko,37,RU,1570170864,66,63.79,74.5,277.189,9.93
291,ChengDe,100,CN,1570170865,57,40.97,117.93,284.239,4.67
292,Poum,75,MK,1570170867,93,41.28,20.71,283.15,1.5
293,Sabha,72,LY,1570170868,71,27.03,14.43,294.329,6.21
294,Tigil,76,RU,1570170869,63,57.8,158.67,276.939,1.37
295,Shakawe,19,BW,1570170871,43,-18.36,21.84,297.439,5.64
296,Pontianak,75,ID,1570170872,62,-0.02,109.34,304.15,1.5
297,Khorixas,12,NA,1570170873,25,-20.37,14.96,294.049,1.0
298,Gondar,75,PT,1570170875,100,41.82,-8.78,291.15,2.1
299,Bundaberg,0,AU,1570170876,49,-24.87,152.35,297.04,5.1
300,Huarmey,77,PE,1570170877,92,-10.07,-78.15,289.389,8.01
301,Llangefni,75,GB,1570170879,76,53.26,-4.31,287.15,11.3
302,Fortuna,40,US,1570170880,100,40.6,-124.16,283.15,2.14
303,Brownsville,1,US,1570170620,83,25.91,-97.49,302.04,2.47
304,Smidovich,53,RU,1570170883,43,48.6,133.81,283.719,4.63
305,Ixtapa,90,MX,1570170884,94,20.71,-105.21,298.15,4.73
306,Moose Factory,40,CA,1570170885,80,51.26,-80.61,275.15,2.6
307,Giddalur,62,IN,1570170887,60,15.38,78.93,304.379,0.76
308,Quesnel,90,CA,1570170773,93,52.98,-122.49,280.15,1.5
309,Port Lincoln,100,AU,1570170824,82,-34.72,135.86,288.639,6.9
310,Okato,1,NZ,1570170890,76,-39.19,173.88,282.04,2.68
311,Perth,75,AU,1570170772,87,-31.95,115.86,289.26,10.8
312,Naze,100,NG,1570170791,96,5.43,7.07,295.429,1.11
313,San Juan del Sur,92,NI,1570170894,89,11.25,-85.87,297.719,1.06
314,Malartic,20,CA,1570170896,100,48.14,-78.13,274.15,2.1
315,Mehran,0,IR,1570170897,16,33.12,46.17,299.15,3.1
316,Carora,98,VE,1570170898,93,10.17,-70.08,293.269,0.18
317,El Alto,90,BO,1570170899,93,-16.5,-68.19,276.15,2.6
318,Ishigaki,20,JP,1570170901,79,24.34,124.16,302.15,4.6
319,Kiama,90,AU,1570170902,77,-34.67,150.86,291.48,5.1
320,Channel-Port aux Basques,50,CA,1570170904,65,47.57,-59.14,281.059,7.95
321,Turukhansk,100,RU,1570170905,96,65.8,87.96,280.229,5.69
322,Norman Wells,75,CA,1570170907,93,65.28,-126.83,277.15,1.5
323,Oktyabrskoye,0,RU,1570170908,43,56.73,85.44,285.37,7.0
324,Panjab,0,AF,1570170909,19,34.38,67.02,284.139,7.74
325,Teya,40,MX,1570170911,94,21.05,-89.07,299.82,0.91
326,Albano Laziale,0,IT,1570170912,66,41.73,12.66,289.26,4.1
327,Henties Bay,0,NA,1570170913,89,-22.12,14.28,287.139,4.5
328,Nicoya,0,CR,1570170717,94,10.15,-85.45,297.15,1.5
329,Kijang,20,KR,1570170916,54,35.24,129.21,300.15,4.1
330,Half Moon Bay,1,US,1570170918,82,37.46,-122.43,287.04,7.2
331,Shirokiy,69,RU,1570170919,76,53.87,39.17,287.649,6.91
332,Palaikastron,0,GR,1570170921,67,35.2,26.25,300.93,1.79
333,Nome,1,US,1570170922,88,30.04,-94.42,299.15,3.1
334,Ostrovnoy,99,RU,1570170923,81,68.05,39.51,274.719,5.6
335,Guhagar,53,IN,1570170925,78,17.48,73.19,301.099,4.1
336,Vylkove,100,UA,1570170926,83,45.4,29.58,288.839,5.05
337,Matiri,62,UG,1570170927,73,0.58,30.76,293.589,1.53
338,Touros,40,BR,1570170929,83,-5.2,-35.46,297.15,3.6
339,Port-Gentil,75,GA,1570170930,88,-0.72,8.78,299.15,3.6
340,Houston,1,US,1570170932,73,29.76,-95.37,299.26,3.1
341,Itigi,2,TZ,1570170933,41,-5.7,34.5,295.959,5.54
342,Havoysund,40,NO,1570170935,72,71.0,24.66,275.15,5.1
343,Brigantine,90,US,1570170936,88,39.41,-74.36,295.15,4.1
344,Shingu,20,JP,1570170937,57,33.72,135.99,300.15,7.7
345,Bud,0,NO,1570170938,74,62.91,6.91,279.15,3.6
346,Ballina,75,IE,1570170940,100,54.11,-9.15,286.48,16.5
347,Bartica,0,GY,1570170941,100,6.41,-58.62,297.15,1.0
348,Voyvozh,97,RU,1570170942,78,62.89,54.96,275.679,0.76
349,Kloulklubed,75,PW,1570170944,74,7.04,134.26,302.15,3.1
350,Khovu-Aksy,0,RU,1570170945,29,51.13,93.72,280.669,2.97
351,Kinston,75,US,1570170946,100,35.26,-77.58,298.15,2.6
352,Manzanillo,59,MX,1570170948,75,19.05,-104.32,300.929,1.36
353,Chipinge,0,ZW,1570170949,51,-20.19,32.62,298.539,0.56
354,Rincon,100,PA,1570170950,93,8.46,-82.28,295.979,0.77
355,Lulea,0,SE,1570170952,74,65.58,22.15,275.15,2.6
356,Praia,0,BR,1570170953,49,-20.25,-43.81,293.15,4.6
357,Chicama,90,PE,1570170809,87,-7.84,-79.15,289.15,4.6
358,Vire,0,FR,1570170956,82,48.84,-0.89,288.15,5.7
359,Whitehorse,5,CA,1570170957,74,60.72,-135.06,274.15,1.71
360,Boa Vista,0,BR,1570170959,78,2.82,-60.67,299.15,2.1
361,Maniitsoq,56,GL,1570170960,57,65.42,-52.9,277.449,5.26
362,Deputatskiy,100,RU,1570170962,83,69.3,139.9,265.149,11.36
363,Praxedis Guerrero,90,MX,1570170963,88,31.37,-106.02,294.15,3.6
364,Sakaiminato,75,JP,1570170964,69,35.55,133.23,296.15,4.6
365,Nyurba,97,RU,1570170966,90,63.29,118.35,274.189,1.75
366,Roebourne,0,AU,1570170967,12,-20.77,117.15,312.279,6.91
367,Hovd,20,NO,1570170968,69,63.83,10.7,276.15,7.2
368,Fez,0,MA,1570170680,57,34.03,-5.02,284.15,3.6
369,Sault Sainte Marie,40,CA,1570170971,81,46.49,-84.36,279.15,3.6
370,Nuuk,80,GL,1570170972,64,64.17,-51.74,277.15,1.5
371,Tilichiki,0,RU,1570170973,77,60.47,166.1,269.069,1.32
372,Mochudi,0,BW,1570170975,56,-24.38,26.15,293.15,3.6
373,Haines Junction,71,CA,1570170976,69,60.75,-137.51,273.009,0.89
374,Yolombo,40,CO,1570170977,100,6.3,-75.61,283.15,1.0
375,Krutinka,100,RU,1570170979,75,56.01,71.51,285.039,5.79
